"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@JetBlue Hello, just wanted to make sure my DM went through. Thanks!",FALSE,0,"JetBlue",2016-09-29 21:42:02,FALSE,NA,"781610007955697664","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DonovanDijak",0,FALSE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 21:39:41,FALSE,NA,"781609416919437313",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kittycatty17",29,TRUE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 21:38:57,FALSE,NA,"781609233200586752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","carouseIana",29,TRUE,FALSE,NA,NA
"RT @HilaryNews: <ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> @HilaryDuff on Snapchat: This is the new spa @JetBlue https://t.co/AUWt6WcnKG",FALSE,0,NA,2016-09-29 21:37:15,FALSE,NA,"781608805687824384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Alejandro_Lohan",1,TRUE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 21:36:42,FALSE,NA,"781608665589485569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wendygg23",29,TRUE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 21:36:06,FALSE,NA,"781608515026640896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mouettv81",29,TRUE,FALSE,NA,NA
"<ed><U+00A0><U+00BD><ed><U+00B1><U+00BB> @HilaryDuff on Snapchat: This is the new spa @JetBlue https://t.co/AUWt6WcnKG",FALSE,4,NA,2016-09-29 21:35:37,FALSE,NA,"781608393131847680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HilaryNews",1,FALSE,FALSE,NA,NA
"@JetBlue Where can I file a complaint??? This bag is only 2 months and cost me $200 dollars https://t.co/iCFb3Dk56d",FALSE,0,"JetBlue",2016-09-29 21:33:47,FALSE,NA,"781607933503213568","6449282","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","GrizzyT",0,FALSE,FALSE,NA,NA
"@JetBlue this is the worst",FALSE,0,"JetBlue",2016-09-29 21:31:59,FALSE,"781607034554871809","781607481587793920","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BaiMorrell",0,FALSE,FALSE,NA,NA
"@JetBlue come pick me up from Houston lol. We need more deals departing from Houston",FALSE,0,"JetBlue",2016-09-29 21:29:13,FALSE,"781606424577241089","781606782015635456","6449282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miss_kelley",0,FALSE,FALSE,NA,NA
"@JetBlue Yes. Next flight is tomorrow night. #toolate She would not help get me on another airline tonight. #veryunhappy",FALSE,0,"JetBlue",2016-09-29 21:28:58,FALSE,"781606127075205120","781606722611720192","6449282","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","EdTxAnn",0,FALSE,FALSE,NA,NA
"@JetBlue might have the best service of any airline I've flown with. Edi was great! #jetbluesofly",FALSE,0,"JetBlue",2016-09-29 21:28:47,FALSE,NA,"781606673194553344","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LoganSeth",0,FALSE,FALSE,NA,NA
"@JetBlue plane is freezing cold! Didn't think I'd need my winter coat to travel south! #brrrr",FALSE,0,"JetBlue",2016-09-29 21:27:24,FALSE,NA,"781606326090670080","6449282","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","sllr12",0,FALSE,FALSE,NA,NA
"RT @BaiMorrell: When your flight is 3 HOURS DELAYED WTF @JetBlue",FALSE,0,NA,2016-09-29 21:27:07,FALSE,NA,"781606254900805638",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","myflightcomp",1,TRUE,FALSE,NA,NA
"When your flight is 3 HOURS DELAYED WTF @JetBlue",FALSE,1,NA,2016-09-29 21:26:33,FALSE,NA,"781606113162645504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BaiMorrell",1,FALSE,FALSE,NA,NA
"@JetBlue expand to Houston",FALSE,0,"JetBlue",2016-09-29 21:23:38,FALSE,NA,"781605377662005249","6449282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miss_kelley",0,FALSE,FALSE,NA,NA
"Oops! is inadequate @jetblue! Very disappointed you won't help me get to my destination tonight. #badcustomerservice https://t.co/Jx76w4Rif6",FALSE,1,NA,2016-09-29 21:23:37,FALSE,NA,"781605374717665280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EdTxAnn",0,FALSE,FALSE,NA,NA
"RT @Lunalovebadxo: I wish @JetBlue would have let me cancel my flight to San Diego :'( such a waste",FALSE,0,NA,2016-09-29 21:22:32,FALSE,NA,"781605103585284096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","obeythekid",1,TRUE,FALSE,NA,NA
"RT @Joe_Gatto: Hey @Delta @JetBlue @AmericanAir @VirginAmerica @united ... who wants to donate for my charity drive?  Just need 2 tix to #v…",FALSE,0,NA,2016-09-29 21:22:14,FALSE,NA,"781605024472399872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mbk53209",70,TRUE,FALSE,NA,NA
"When ur flight is delayed 100 hours for no good reason w/ angry customer service as if YOU did smthng wrong u get s… https://t.co/LmOxabrpZ2",FALSE,0,NA,2016-09-29 21:20:05,TRUE,NA,"781604486636863488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarlaSanford",1,FALSE,FALSE,NA,NA
"Thank you, @JetBlue, for being a part of our 20th Annual Courage Awards. We are proud to have you with us. #AVPCourage",FALSE,2,NA,2016-09-29 21:15:15,FALSE,NA,"781603267264516099",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","antiviolence",1,FALSE,FALSE,NA,NA
"@JetBlue I'm on 918 delayed and c/w 381 BOS-RIC. Need 2 get there tonight. Help!",FALSE,0,"JetBlue",2016-09-29 21:13:26,FALSE,NA,"781602812899627008","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jep40Simba",0,FALSE,FALSE,NA,NA
"@Jetblue I am so fed up right now; This is insanity! Ive loved ur airline for so long and the disorganization &amp; service rt now is horrible",FALSE,0,"JetBlue",2016-09-29 21:11:30,FALSE,"781597186102530048","781602324821180416","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarlaSanford",0,FALSE,FALSE,NA,NA
"@JetBlue",FALSE,0,"JetBlue",2016-09-29 21:10:48,FALSE,NA,"781602149402681345","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Jep40Simba",0,FALSE,FALSE,NA,NA
"@JetBlue hit me w the ""ayo fly even more space for free"". me ""bet""",FALSE,0,"JetBlue",2016-09-29 21:09:29,FALSE,NA,"781601819646631937","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FrankSuhbrami",0,FALSE,FALSE,NA,NA
"Fried chicken worth flying in for!
@NO_Airport @united @SouthwestAir @AmericanAir @JetBlue @Allegiant https://t.co/o5SnU0shdp",FALSE,0,NA,2016-09-29 21:08:11,FALSE,NA,"781601492600053760",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","WildBillonTV",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 21:07:42,FALSE,NA,"781601369987883009",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mkswetoha",27,TRUE,FALSE,NA,NA
"@Eaglewing5_ @JetBlue @UConnFootball you got big engine you try to go fast. We use the brakes. Easier to slow somebody down than speed em up",FALSE,0,"Eaglewing5_",2016-09-29 21:05:59,FALSE,"781596934473736192","781600938368696320","1666513309","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Thephotodawg",0,FALSE,FALSE,NA,NA
"8th Annual Swing for Good Golf Classic fundraising initiative https://t.co/5b3PLrozKT @JetBlue #BidforGood",FALSE,0,NA,2016-09-29 21:05:33,FALSE,NA,"781600827798654976",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jonshrair1",0,FALSE,FALSE,NA,NA
"I am going to stick with @SouthwestAir from now on because this god awful customer service and delay with @JetBlue is completely ridiculous",FALSE,4,NA,2016-09-29 21:05:04,FALSE,NA,"781600704318148608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bugglyboo21",0,FALSE,FALSE,NA,NA
"@JetBlue I've spent 7 hours on the phone in total and am being offered less than half the cost of the damage. Never flying blue again.",FALSE,0,"JetBlue",2016-09-29 21:02:15,FALSE,"781599781021970436","781599997682970624","6449282","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maxisnow",0,FALSE,FALSE,NA,NA
"Realizing again how brilliant @JetBlue T5 is. I can't name the # of a single other airline terminal. And they have great salads. &lt;3",FALSE,2,NA,2016-09-29 20:59:01,FALSE,NA,"781599184583524353",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AriaIrene",1,FALSE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 20:53:37,FALSE,NA,"781597825377378304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ckmila_",29,TRUE,FALSE,NA,NA
"RT @urbanjibaro: Wheels up in about 15 minutes @jetblue -&gt; #PRBC16 bound! #1stBoricuaBlogger is going back to where the inspiration began a…",FALSE,0,NA,2016-09-29 20:52:54,FALSE,NA,"781597646012252160",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jruizmontes",3,TRUE,FALSE,NA,NA
"RT @urbanjibaro: Wheels up in about 15 minutes @jetblue -&gt; #PRBC16 bound! #1stBoricuaBlogger is going back to where the inspiration began a…",FALSE,0,NA,2016-09-29 20:51:55,FALSE,NA,"781597397067653120",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","prbloggercon",3,TRUE,FALSE,NA,NA
"Getting on a @JetBlue flight, my favorite airline!",FALSE,0,NA,2016-09-29 20:51:47,FALSE,NA,"781597362930212864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","billtaverner",0,FALSE,FALSE,NA,NA
"After the debacle with American yesterday, I'll say thx to @JetBlue &amp; kudos to customer service rep Blake for great service today.",FALSE,2,NA,2016-09-29 20:51:07,FALSE,NA,"781597194109476864",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shelstah",2,FALSE,FALSE,NA,NA
"@thephotodawg @jetblue @uconnfootball  UCONN's Diaco will try to slow the game so it doesn't look as bad as the offense really is",FALSE,0,"Thephotodawg",2016-09-29 20:50:05,FALSE,"781247004391317504","781596934473736192","215297804","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","Eaglewing5_",0,FALSE,FALSE,NA,NA
"Our fave @JetBlue flight attendant popped in Hospitality&amp;Tourism class today to share her new career! Congrats to M… https://t.co/UwE4toeLZP",FALSE,1,NA,2016-09-29 20:49:19,TRUE,NA,"781596743108468736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EBuchFCCLA",0,FALSE,FALSE,NA,NA
"I see you, boo! Thanks for flying with us. <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #JetBlueMint @JetBlue @HilaryDuff https://t.co/m4VxEwInt1",FALSE,2,NA,2016-09-29 20:49:14,FALSE,NA,"781596722090749952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","saltrejo",0,FALSE,FALSE,NA,NA
"RT @HilaryUpdate: .@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,0,NA,2016-09-29 20:48:52,FALSE,NA,"781596631485390848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","melissalucius1",29,TRUE,FALSE,NA,NA
"Window seat, @DzLive_? @JetBlue knows it's all about the legroom with the isle seat! https://t.co/9Sl5zSZ727",FALSE,7,NA,2016-09-29 20:48:09,FALSE,NA,"781596447401705472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Teacloc",0,FALSE,FALSE,NA,NA
"RT @JetBlue: @TheNewIan Hi Ian! We don't know the details, but just know that we love ya. &lt;3",FALSE,0,NA,2016-09-29 20:47:26,FALSE,NA,"781596269550510080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNewIan",1,TRUE,FALSE,NA,NA
"@JetBlue told a ""weather delay"" however every other airline is on time.Customer service is terrible - talked down to at every desk..On &amp; on",FALSE,0,"JetBlue",2016-09-29 20:46:33,FALSE,"781584650829529088","781596047277711360","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarlaSanford",0,FALSE,FALSE,NA,NA
".@HilaryDuff on Snapchat: This is the new spa at @JetBlue https://t.co/OHhIU2jnBh",FALSE,48,NA,2016-09-29 20:43:20,FALSE,NA,"781595235663155200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HilaryUpdate",29,FALSE,FALSE,NA,NA
"@JetBlue wish I was able to fly with you today but it wasn't in the cards. Thanks for accommodating me beautifully in a stressful situation",FALSE,0,"JetBlue",2016-09-29 20:41:44,FALSE,NA,"781594834708475904","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNewIan",0,FALSE,FALSE,NA,NA
"Wheels up in about 15 minutes @jetblue -&gt; #PRBC16 bound! #1stBoricuaBlogger is going back to where the inspiration… https://t.co/oMFUOTltsR",FALSE,7,NA,2016-09-29 20:35:09,TRUE,NA,"781593178810048513",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","urbanjibaro",3,FALSE,FALSE,NA,NA
"@JetBlue WHY DOES BRAVO NEVER WORK ON YOUR FLIGHTS ITS SO ANNOYING",FALSE,0,"JetBlue",2016-09-29 20:33:45,FALSE,NA,"781592826643701760","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","drunken_bravado",0,FALSE,FALSE,NA,NA
".@JetBlue joins hands with @OracleMktgCloud to enable personalized messaging. https://t.co/D4jkeLUGHz #OracleEmp https://t.co/adHmU9EiM7",FALSE,0,NA,2016-09-29 20:31:22,FALSE,NA,"781592224270168065",NA,"<a href=""http://dynamicsignal.com/"" rel=""nofollow"">VoiceStorm</a>","marlo22",0,FALSE,FALSE,NA,NA
"Hey, @JetBlue your surveys for points system never allows me to actually take a survey! What's up with that?",FALSE,0,NA,2016-09-29 20:29:17,FALSE,NA,"781591701186019330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","skydiver_jim",0,FALSE,FALSE,NA,NA
"RT @Joe_Gatto: Hey @Delta @JetBlue @AmericanAir @VirginAmerica @united ... who wants to donate for my charity drive?  Just need 2 tix to #v…",FALSE,0,NA,2016-09-29 20:27:46,FALSE,NA,"781591320544542720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","thejokersvault",70,TRUE,FALSE,NA,NA
"RT @Joe_Gatto: Hey @Delta @JetBlue @AmericanAir @VirginAmerica @united ... who wants to donate for my charity drive?  Just need 2 tix to #v…",FALSE,0,NA,2016-09-29 20:25:07,FALSE,NA,"781590650760290304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QSalfan",70,TRUE,FALSE,NA,NA
"@Joe_Gatto @Delta @JetBlue @AmericanAir @VirginAmerica @united",FALSE,0,"Joe_Gatto",2016-09-29 20:24:41,FALSE,"781544049232715776","781590544128417792","473493882","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QSalfan",0,FALSE,FALSE,NA,NA
"@JetBlue understandable and unfortunate in the case. Might consider letting the FAA know their mitigation strategy may be ineffective.",FALSE,0,"JetBlue",2016-09-29 20:24:05,FALSE,"781589870724743168","781590393385283584","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tahoe_Sushi",0,FALSE,FALSE,NA,NA
"@JetBlue if what I understand is the cause of these fires is true, then the FAA is providing dangerous advice.",FALSE,0,"JetBlue",2016-09-29 20:19:28,FALSE,"781588136392527872","781589230225133568","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tahoe_Sushi",0,FALSE,FALSE,NA,NA
"RT @rachzuck: Complete stop at TSA no communication with with gate flight still here won't open doors I wasn't late @JetBlue",FALSE,0,NA,2016-09-29 20:15:57,FALSE,NA,"781588345864544256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoshGoren",1,TRUE,FALSE,NA,NA
"@JetBlue flights from ATL to BOS for @bostonmarathon weekend are $175, which means I'll pay less to fly 1,075 miles than to run 26.2",FALSE,0,"JetBlue",2016-09-29 20:12:11,FALSE,NA,"781587396919951361","6449282","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cass_palmer",0,FALSE,FALSE,NA,NA
"RT @JetBlue: Hey, you gotta run before you can fly. Happy #NationalCoffeeDay! <U+2615> @DunkinDonuts https://t.co/SDXCcYMZsr",FALSE,0,NA,2016-09-29 20:09:57,FALSE,NA,"781586837336981506",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","S_Vuntarde",27,TRUE,FALSE,NA,NA
"@JetBlue ...in fact...putting them in luggage would make the risk even WORSE. Might rethink your strategy. Signed an electrical engineer.",FALSE,0,"Tahoe_Sushi",2016-09-29 20:07:59,FALSE,"781585928724811776","781586341129748484","388655627","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tahoe_Sushi",0,FALSE,FALSE,NA,NA
"@DzLive_ @JetBlue @AttackOfTheAfro @Teacloc safe travels",FALSE,2,"DzLive_",2016-09-29 20:07:55,FALSE,"781584422097354752","781586324881104896","2305944157","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Noble_Recon",0,FALSE,FALSE,NA,NA
"@tkolker @HoustonDynamo @NYCFC @JetBlue Safe travels.",FALSE,1,"tkolker",2016-09-29 20:07:32,FALSE,"781584099416743936","781586227740880896","216217448","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JOYPAULIAN",0,FALSE,FALSE,NA,NA
"@JetBlue Just laughing at the situation. Though technically the fire is caused by the battery being squeezed. Your measures won't prevent it",FALSE,0,"JetBlue",2016-09-29 20:06:21,FALSE,"781585341790691328","781585928724811776","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tahoe_Sushi",0,FALSE,FALSE,NA,NA
"@JetBlue fantastic! Thank you guys! #BestCustomerServiceInTheGame",FALSE,0,"JetBlue",2016-09-29 20:02:50,FALSE,"781584190768836608","781585045521850373","6449282","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mikegray09",0,FALSE,FALSE,NA,NA
"Hanging out at the @jetblue terminal waiting for our flight to #TwitchCon @AttackOfTheAfro @Teacloc https://t.co/Mbbx5RGJux",FALSE,8,NA,2016-09-29 20:00:22,FALSE,NA,"781584422097354752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DzLive_",1,FALSE,FALSE,NA,NA
