"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","screenName","retweetCount","retweeted","c_hour","c_weekday","c_monthday","source","mobile_source"
"8356","@JetBlue and my companion up putting us each in a middle seat. anything we  can do about this? Of course the only remaining seats are EMS.:(",FALSE,0,"JetBlue",2016-10-11 23:42:23,FALSE,NA,"785988952666755072","6449282","delriare",0,FALSE,18,2,11,"Twitter Web Client",FALSE
"8357","@JetBlue is the only airline I ever fly w/usually no issues. This time would not allow me to select seats at booking. On check in split me",FALSE,0,"JetBlue",2016-10-11 23:42:01,FALSE,NA,"785988856751362048","6449282","delriare",0,FALSE,18,2,11,"Twitter Web Client",FALSE
"8358","@JetBlue Late departure, stuck on runway, no gate...missing my @SouthwestAir. #smh",FALSE,1,"JetBlue",2016-10-11 23:40:26,FALSE,NA,"785988459177517056","6449282","RobertaKPIX",0,FALSE,18,2,11,"Echofon",FALSE
"8359","@JetBlue you fly to #PWM Portland, Maine. Your app STILL says you don't. How has nobody caught this? please fix it. Calling you is boring me",FALSE,0,"JetBlue",2016-10-11 23:39:46,FALSE,NA,"785988294144319488","6449282","JonezyKarona",0,FALSE,18,2,11,"Twitter for iPhone",TRUE
"8360","@JetBlue thanks I will follow up as you recommend",FALSE,1,"JetBlue",2016-10-11 23:39:25,FALSE,"785985390650003456","785988205602541568","6449282","FleetHill",0,FALSE,18,2,11,"Twitter for iPhone",TRUE
"8361","@JetBlue when can we start booking travel to Holguin, Cuba?",FALSE,0,"JetBlue",2016-10-11 23:35:47,FALSE,NA,"785987289272897536","6449282","ssgalardy",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8362","Hey @JetBlue I think you should put the meal boxes on the bos-&gt;sd flights could definitely go for that chicken sandwich now #From35kFeet",FALSE,0,NA,2016-10-11 23:35:07,FALSE,NA,"785987120775127040",NA,"ClintonM56",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8363","@JetBlue I bought plane tickets maybe two weeks ago. On Saturday I broke my leg. Is there anything I can do to get, at least, some credit?",FALSE,0,"JetBlue",2016-10-11 23:34:25,FALSE,NA,"785986944991956992","6449282","AraiRodz",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8364","Thanks for getting me home safe yet again @JetBlue &lt;3 https://t.co/YUdX4A6jjw",FALSE,0,NA,2016-10-11 23:29:00,FALSE,NA,"785985584632369152",NA,"DebianThylacine",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8365","@JetBlue lost a special earring on flight 1282 today from RIC to BOS,  pls DM me if found, seat 23B, reward",FALSE,0,"JetBlue",2016-10-11 23:20:39,FALSE,NA,"785983481348235264","6449282","FleetHill",0,FALSE,18,2,11,"Twitter for iPhone",TRUE
"8366","@JetBlue is this true cause if it is you owe me some money  https://t.co/wIAnWGYvXe",FALSE,0,"JetBlue",2016-10-11 23:19:18,FALSE,NA,"785983142284955648","6449282","SoPetty21",0,FALSE,18,2,11,"Echofon",FALSE
"8367","@CAS1AN0 @JetBlue  el se canta y se llora",FALSE,1,"CAS1AN0",2016-10-11 23:16:29,FALSE,"785982218455752704","785982431253921792","20961647","Nexcy18",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8368","En qué quedamos? @JetBlue es bueno cuando le echa flores a Pedrito. Pero cuando no se sale con la suya, son de lo p… https://t.co/XWL9rAiamw",FALSE,4,NA,2016-10-11 23:15:38,TRUE,NA,"785982218455752704",NA,"CAS1AN0",4,TRUE,18,2,11,"Twitter for Android",TRUE
"8369","@JetBlue and a travel credit? <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",FALSE,1,"JetBlue",2016-10-11 23:13:24,FALSE,"785311539662352384","785981656599502848","6449282","snwbdrhoon",0,FALSE,18,2,11,"Twitter for iPhone",TRUE
"8370","Great name @JetBlue https://t.co/cj5Parhf4k",FALSE,5,NA,2016-10-11 23:03:38,FALSE,NA,"785979197168558080",NA,"TheMonsoon1",0,FALSE,18,2,11,"Twitter for Android",TRUE
"8371","Three hour delay ... for a one hour @JetBlue flight. Ugh. But #LongBeachAirport is lovely.",FALSE,0,NA,2016-10-11 22:56:18,FALSE,NA,"785977351477735424",NA,"CarolTang1",1,TRUE,17,2,11,"Twitter for iPad",TRUE
"8372","@JetBlue awesome. Thanks for being my favorite airline. My trip to Puerto Rico was all because of you https://t.co/m505yjAQgu",FALSE,3,"JetBlue",2016-10-11 22:51:21,FALSE,"785974450021957632","785976106838994944","6449282","itzachad",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8373","Watch what happened when we teamed up with @JetBlue &amp; @DunkinDonuts to give customers a #PricelessBoston welcome.… https://t.co/ZH5Bloaw4N",FALSE,3,NA,2016-10-11 22:48:46,TRUE,NA,"785975456650506240",NA,"MarkTBaker",0,FALSE,17,2,11,"VoiceStorm",FALSE
"8374",".@outoftheboxj can we reroute our @JetBlue honeymoon flight to NYC? I'll drive! https://t.co/Xud5195t5V",FALSE,2,NA,2016-10-11 22:42:17,FALSE,NA,"785973827285061632",NA,"ArekSarkissian",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8375","@JetBlue how long after my flight until my points are credited to my TrueBlue account? 1-3 days? A week? Just curious!",FALSE,0,"JetBlue",2016-10-11 22:40:04,FALSE,NA,"785973270218612736","6449282","itzachad",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8376","@AdvertisingWeek, @FastCompany, and @JetBlue partner to celebrate #Creativity in Havana #Cuba 11/28-12/01 #awhavana https://t.co/1oYMaA7Yp4",FALSE,6,"advertisingweek",2016-10-11 22:39:38,FALSE,NA,"785973159153508352","21271500","startupscuba",3,TRUE,17,2,11,"Twitter for iPhone",TRUE
"8377","@Mastercard @TimWakefield49 @JetBlue @DunkinDonuts Wow! That's awesome.",FALSE,0,"Mastercard",2016-10-11 22:38:05,FALSE,"785130850186829824","785972768076472320","75014376","2duckfeet",0,FALSE,17,2,11,"Twitter Web Client",FALSE
"8378","On 19/07/2002 @Airbus delivered it's 3000th aircraft — this @JetBlue #A320 https://t.co/BRRV3gPEZs Aero Icarus CC-B… https://t.co/zgrRWnN46P",FALSE,3,NA,2016-10-11 22:22:40,TRUE,NA,"785968888265572352",NA,"commonsaviation",2,TRUE,17,2,11,"Twitter Web Client",FALSE
"8379","Oh snap @JetBlue on @Snapchat <ed><U+00A0><U+00BD><ed><U+00B8><U+0084><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BC><ed><U+00BE><U+0088>. Guess I better head over there!",FALSE,0,NA,2016-10-11 22:22:11,FALSE,NA,"785968766509277184",NA,"angelapitter",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8380","hey @JetBlue, Patrizia was awesome again! So happy she was my flight attendant twice! Flight 615 JFK -&gt; SFO.",FALSE,2,NA,2016-10-11 22:19:02,FALSE,NA,"785967973211049984",NA,"cnoNmac",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8381","So when will Terminal C @Massport get a makeover like Terminal B??  @JetBlue",FALSE,0,NA,2016-10-11 22:16:38,FALSE,NA,"785967373144711168",NA,"angelapitter",0,FALSE,17,2,11,"Twitter for iPhone",TRUE
"8382","P.S. I knew that <ed><U+00A0><U+00BD><ed><U+00B8><U+0098> RT @TedRubin: <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> RT @JetBlue: @TedRubin Love the socks Ted! Blue is our favorite color!",FALSE,2,NA,2016-10-11 22:12:28,FALSE,NA,"785966322794520576",NA,"TedRubin",0,FALSE,17,2,11,"Hootsuite",FALSE
"8383","<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> RT @JetBlue: @TedRubin Love the socks Ted! Blue is our favorite color!",FALSE,1,NA,2016-10-11 22:11:40,FALSE,NA,"785966121958637568",NA,"TedRubin",0,FALSE,17,2,11,"Hootsuite",FALSE
"8384","@ESQPolitics I'm trapped with it on @JetBlue rn https://t.co/6WYFSQorCB",FALSE,2,"ESQPolitics",2016-10-11 22:11:34,FALSE,"785965344422760448","785966098130886656","121489431","ShashBrowns",0,FALSE,17,2,11,"Twitter for Android",TRUE
"8385","@AirbusInTheUS @JetBlue @FlyTPA Yes it was great to see the first Airbus off the line at Mobile at Oshkosh 16 https://t.co/jDV8wYcbOP",FALSE,0,"AirbusInTheUS",2016-10-11 22:08:46,FALSE,"785964509009764352","785965390056730624","186514697","NZAircraftFan",0,FALSE,17,2,11,"Twitter Web Client",FALSE
"8386","“It Had to be Blue” and we wouldn’t have it any other way. @JetBlue @flyTPA #A320 #AvGeek https://t.co/y7kU1ExSfF",FALSE,11,NA,2016-10-11 22:05:16,FALSE,NA,"785964509009764352",NA,"AirbusInTheUS",1,TRUE,17,2,11,"Hootsuite",FALSE
"8387","@JetBlue Thanks for the warning!",FALSE,1,"JetBlue",2016-10-11 21:55:29,FALSE,"785932672254222336","785962046529605632","6449282","hypecat",0,FALSE,16,2,11,"Twitter for Android",TRUE
"8388","@SeaTacAirport I'm an #iFlyAlaska guy, so @AlaskaAir retro livery comes first, but hard to deny that @JetBlue @FDNY livery as well.",FALSE,1,"SeaTacAirport",2016-10-11 21:54:32,FALSE,"785958953825939456","785961810243432448","68060037","7of69",0,FALSE,16,2,11,"Twitter for iPhone",TRUE
"8389","@JetBlue Ok Thank you.",FALSE,0,"JetBlue",2016-10-11 21:49:04,FALSE,"785959060344565760","785960433274396672","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8390","Heading “home” #tedsockie from Pompano Bch. Next time here, this will be “home.” <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Make smooth/safe trip @jetBlue… https://t.co/6G44KnXxmv",FALSE,1,NA,2016-10-11 21:47:26,TRUE,NA,"785960022580879360",NA,"Travel_NoLetUp",1,TRUE,16,2,11,"Hootsuite",FALSE
"8391","Heading “home” #tedsockie from Pompano Bch. Next time here, this will be “home.” <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>

Make smooth/safe trip @jetBlue… https://t.co/qT8NjO2cnC",FALSE,1,NA,2016-10-11 21:47:26,TRUE,NA,"785960021888790528",NA,"TedRubin",0,FALSE,16,2,11,"Hootsuite",FALSE
"8392","Save $20 per Day when You Book a Getaway Vacation Package with JetBlue! @JetBlue #Vacation @nytimestravel @CNNTravel https://t.co/CEqPLWZayf",FALSE,0,NA,2016-10-11 21:46:06,FALSE,NA,"785959688831586304",NA,"CardsBull",1,TRUE,16,2,11,"Twitter Web Client",FALSE
"8393","@CNNMoney @JetBlue <ed><U+00A0><U+00BD><ed><U+00B1><U+008C> https://t.co/37Bl9WB7Ka",FALSE,0,"CNNMoney",2016-10-11 21:45:47,FALSE,"785933745333370880","785959607248257024","16184358","zisforzhang",0,FALSE,16,2,11,"Twitter for iPhone",TRUE
"8394","@JetBlue 100MXN is it?",FALSE,0,"JetBlue",2016-10-11 21:41:02,FALSE,"785957830004187136","785958412643213312","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8395","@JetBlue they were awesome.  Robb was the Lead.  Helpful and communicative with many pax.  Went above and beyond several times.",FALSE,0,"JetBlue",2016-10-11 21:40:03,FALSE,"785615995461328896","785958164256526336","6449282","spdonnell15",0,FALSE,16,2,11,"Twitter for iPhone",TRUE
"8396","@MissSUZz @Dodgers @JetBlue Hope you contained yourself after that A-Gon blast. lol",FALSE,0,"MissSUZz",2016-10-11 21:35:23,FALSE,"785955522696491008","785956989717196800","37214363","Ernzcognito",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8397","@JetBlue Ok. Then wat will be the fee for 3rd baggage?",FALSE,0,"JetBlue",2016-10-11 21:33:35,FALSE,"785956331991752704","785956535583191040","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8398","@JetBlue No I have a hand lggage seperately. All the 3 baggages ccould not be made as a group check in for 46kgs?",FALSE,0,"JetBlue",2016-10-11 21:31:30,FALSE,"785954643369193472","785956012532441088","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8399","Watching the @Dodgers game on this flight. Thank you @JetBlue <ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099><ed><U+00A0><U+00BD><ed><U+00B2><U+0099>",FALSE,3,NA,2016-10-11 21:29:33,FALSE,NA,"785955522696491008",NA,"MissSUZz",1,TRUE,16,2,11,"Twitter for Android",TRUE
"8400","@CCole_E RT @AirfareSpot: WOW! #Miami (#FLL) to #Aruba for $81 O/W ($196 R/T) nonstop [@JetBlue] https://t.co/uUJzspwl2B",FALSE,0,"CCole_E",2016-10-11 21:28:34,FALSE,NA,"785955273257193472","176123242","2sapphireblu",0,FALSE,16,2,11,"Echofon",FALSE
"8401","@JetBlue yes. every time our flight gets further delayed...",FALSE,0,"JetBlue",2016-10-11 21:28:03,FALSE,"785954943660417024","785955143141380096","6449282","Dalli_lama",0,FALSE,16,2,11,"Twitter for iPhone",TRUE
"8402","Wheels up, next stop @SeaTacAirport on @JetBlue #63. Beautiful day in NY. https://t.co/VYw2ZsBw5Y",FALSE,3,NA,2016-10-11 21:26:06,FALSE,NA,"785954655821967360",NA,"parharms",0,FALSE,16,2,11,"Twitter for Android",TRUE
"8403","Flight delayed 3 hours, this is the ultimate blow @JetBlue  you guys need to get it together",FALSE,1,NA,2016-10-11 21:25:59,FALSE,NA,"785954623232233472",NA,"Dalli_lama",2,TRUE,16,2,11,"Twitter for iPhone",TRUE
"8404","@Mastercard @DunkinDonuts @JetBlue @RedSox that's awesome guys!! #beantown",FALSE,0,"Mastercard",2016-10-11 21:25:21,FALSE,"784586339912130560","785954463915843584","75014376","GrossmannPat",0,FALSE,16,2,11,"Twitter for Android",TRUE
"8405","@JetBlue But the weight does not exceeded right?. I hve 3 baggages with total weight of 46kg.",FALSE,0,"JetBlue",2016-10-11 21:20:18,FALSE,"785951454175649792","785953196225077248","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8406","@JetBlue well yes you can start by refunding my money or directing me to someone who can help",FALSE,0,"JetBlue",2016-10-11 21:19:54,FALSE,"785939674095296512","785953092323909632","6449282","fmreynolds13",0,FALSE,16,2,11,"Twitter for iPhone",TRUE
"8407","@JetBlue Please reply. Thanks in advance,",FALSE,0,"JetBlue",2016-10-11 21:12:50,FALSE,"785947717344296960","785951316921114624","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8408","@JetBlue total weight will be 46kg and not 48. Thanks",FALSE,0,"snsimbu",2016-10-11 21:08:31,FALSE,"785948234816421888","785950227433873408","2605570213","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8409","@JetBlue First time flying your jets, so far not impressed with your delays! #LasVegas #letsgo!",FALSE,1,"JetBlue",2016-10-11 21:04:06,FALSE,NA,"785949118338183168","6449282","RobertaKPIX",0,FALSE,16,2,11,"Echofon",FALSE
"8410","@JetBlue Since I am going to buy a baby bed here in mexico which cant be adopted in my suitcase. Is that ok?.But my total weight wil be 46kg",FALSE,0,"JetBlue",2016-10-11 21:01:31,FALSE,"785947717344296960","785948467290005504","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8411","@FakeBenJay @JetBlue @SouthwestAir The goal is to drink more than the ticket cost.",FALSE,0,"FakeBenJay",2016-10-11 21:00:40,FALSE,"785943213789937664","785948254793900032","36559206","Space_Alexander",0,FALSE,16,2,11,"Twitter for Android",TRUE
"8412","@JetBlue I am allowed 2 bagagges with 23Kg each. Can I bring 3 bagges with the total weight of 48kg?.",FALSE,0,"JetBlue",2016-10-11 21:00:36,FALSE,"785947717344296960","785948234816421888","6449282","snsimbu",0,FALSE,16,2,11,"Twitter Web Client",FALSE
"8413","@JetBlue Hi Jet Blue,
 I am travelling on oct 22 to India from MEX. I have a query regarding baggage. Can I ask?",FALSE,0,"JetBlue",2016-10-11 20:57:27,FALSE,NA,"785947443141586944","6449282","snsimbu",0,FALSE,15,2,11,"Twitter Web Client",FALSE
"8414","Okay @JetBlue you get points for this one. If nothing else to annoy religious conservatives. https://t.co/vr4X9e3I7J",FALSE,0,NA,2016-10-11 20:49:54,FALSE,NA,"785945545894400000",NA,"Kraegan",0,FALSE,15,2,11,"Twitter for Android",TRUE
"8415","Fuck you @JetBlue, I have a new favorite airline. https://t.co/6gMQuDnMVG",FALSE,3,NA,2016-10-11 20:40:38,FALSE,NA,"785943213789937664",NA,"FakeBenJay",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8416","@JetBlue keep your $25 credit. I'm going to donate to ya so ya can fix the delays. By the way, there was no weather issue. Ya messed up!",FALSE,0,"JetBlue",2016-10-11 20:35:19,FALSE,NA,"785941874246881280","6449282","aiitelonghair",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8417","So dissapointed with @JetBlue after offering $200 travebank for flight on 10/7 890 from DCA BOS will not honor it.",FALSE,0,NA,2016-10-11 20:33:07,FALSE,NA,"785941319482945536",NA,"puertorico2k",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8418","@martysg wondering if the new @jetblue Airbus fleet be equipped with @ThalesUSA's new FLYTLive or still using  @ViaSatInc",FALSE,0,"martysg",2016-10-11 20:32:58,FALSE,NA,"785941283298652160","14940257","born2flyjet",0,FALSE,15,2,11,"Twitter Web Client",FALSE
"8419","@CNNMoney @JetBlue -  I avoid United and Delta like the plague.",FALSE,1,"CNNMoney",2016-10-11 20:31:52,FALSE,"785933745333370880","785941006231437312","16184358","Rip_Murdock",0,FALSE,15,2,11,"Twitter for Android",TRUE
"8420","@JetBlue that's how ya want me to fly with y'all again. Never. @SouthwestAir is where the business goes.",FALSE,0,"aiitelonghair",2016-10-11 20:31:51,FALSE,"785940375483613184","785940999499608064","784289742422544384","aiitelonghair",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8421","So dissapointed with @JetBlue after offering $200 travel back for flight on 10/7 890 from @dcato BOS will not honor it.",FALSE,0,NA,2016-10-11 20:31:26,FALSE,NA,"785940897347227648",NA,"puertorico2k",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8422","@AmericanAir Gate agents were rude in LA too. Something is a miss here. Ready to switch entirely to @JetBlue points.",FALSE,0,"AmericanAir",2016-10-11 20:30:21,FALSE,NA,"785940625765994496","22536055","DelVeckk",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8423","Got $25 credit from @JetBlue for delay last week. Trying to apply it to luggage check in fee. They want me to fly w them again. Nope.",FALSE,0,NA,2016-10-11 20:29:22,FALSE,NA,"785940375483613184",NA,"aiitelonghair",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8424","@JetBlue Oh that site... I have that bookmarked ;)",FALSE,1,"JetBlue",2016-10-11 20:26:39,FALSE,"785939303163650048","785939693292679168","6449282","ItzOnlyJoshh",0,FALSE,15,2,11,"Twitter for Android",TRUE
"8425","@JetBlue thanks SO much for the terrible customer service today, and for wasting 4 hours / $207.00 I'll never get back #worstcustomerservice",FALSE,0,"JetBlue",2016-10-11 20:26:05,FALSE,NA,"785939552338862080","6449282","fmreynolds13",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8426","@AmericanAir B4 I even asked my question the gate agent gave me a look like I was bothering her. NEVER had this kind of service on @JetBlue",FALSE,0,"AmericanAir",2016-10-11 20:25:36,FALSE,NA,"785939426732113920","22536055","DelVeckk",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8427","If only I had a Model @JetBlue plane.... Ugh.",FALSE,0,NA,2016-10-11 20:22:05,FALSE,NA,"785938544330149888",NA,"ItzOnlyJoshh",0,FALSE,15,2,11,"Twitter for Android",TRUE
"8428","@JetBlue thanks, just sent it hopefully!",FALSE,0,"JetBlue",2016-10-11 20:21:15,FALSE,"785937755213852672","785938335177043968","6449282","bf1_irl",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8429","New York to Washington DC (&amp; vice versa) for only $76 roundtrip with @JetBlue

https://t.co/KucHZfvH51 https://t.co/IkvXgMycCO",FALSE,6,NA,2016-10-11 20:20:03,FALSE,NA,"785938032532811776",NA,"SecretFlying",10,TRUE,15,2,11,"Twitter Web Client",FALSE
"8430","@JetBlue Sending Direct Message failed.. If you temporarily follow me will that fix it potentially?",FALSE,0,"JetBlue",2016-10-11 20:16:19,FALSE,"785934661600018432","785937091867860992","6449282","bf1_irl",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8431","@JetBlue I am, yes",FALSE,0,"JetBlue",2016-10-11 20:14:18,FALSE,"785934661600018432","785936587016331264","6449282","bf1_irl",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8432","United Sucks and they ruined everything from Continental 
@CNNMoney @JetBlue",FALSE,3,"CNNMoney",2016-10-11 20:12:54,FALSE,"785933745333370880","785936234421944320","16184358","naicirtcele",0,FALSE,15,2,11,"Twitter Web Client",FALSE
"8433","Those of us well over 6 feet tall just cringe at numbers like these. I agree that @jetblue is where I fit best! https://t.co/8quEZF7lla",FALSE,0,NA,2016-10-11 20:05:53,FALSE,NA,"785934466912952320",NA,"gfxman",0,FALSE,15,2,11,"Twitter for Mac",FALSE
"8434","@CNNMoney @JetBlue JetBlue is a fantastic airline to travel on...",FALSE,0,"CNNMoney",2016-10-11 20:05:08,FALSE,"785933745333370880","785934277045264384","16184358","NYJetZfanZ",0,FALSE,15,2,11,"Twitter for BlackBerry",TRUE
"8435","Planning to fly anytime soon? Which airlines have the most (and least) legroom: https://t.co/HlIbTsgLnf @JetBlue... https://t.co/0HFAJrEzPh",FALSE,0,NA,2016-10-11 20:04:29,FALSE,NA,"785934114041925632",NA,"isaganimeliton",0,FALSE,15,2,11,"Facebook",FALSE
"8436","Planning to fly anytime soon? Which airlines have the most (and least) legroom: https://t.co/ft3IFsMTap @JetBlue https://t.co/P6EFiWnWLs",FALSE,210,NA,2016-10-11 20:03:01,FALSE,NA,"785933745333370880",NA,"CNNMoney",120,TRUE,15,2,11,"Sprinklr",FALSE
"8437","@JetBlue Yep, just tried again!",FALSE,0,"JetBlue",2016-10-11 20:02:51,FALSE,"785932240710696960","785933703440629760","6449282","bf1_irl",0,FALSE,15,2,11,"Twitter for iPhone",TRUE
"8438","What happens when we surprise a plane full of Bostonians with @jetblue, @mastercard and @RedSox? #PricelessBoston https://t.co/kRq8TGDusN",FALSE,12,NA,2016-10-11 20:00:01,FALSE,NA,"785932989737930752",NA,"DunkinBoston",1,TRUE,15,2,11,"Sprinklr",FALSE
"8439","Our @JetBlue flight attendant just called this flight ""a quickie in the sky."" #MileHighClub",FALSE,6,NA,2016-10-11 19:58:26,FALSE,NA,"785932592251973632",NA,"Andoniaaa",1,TRUE,14,2,11,"Twitter for iPhone",TRUE
"8440","@JetBlue Appreciate the follow up as well as the pleasant gesture of the $50 flight credit for all passengers. #welldone",FALSE,0,"JetBlue",2016-10-11 19:56:38,FALSE,"785829553386221568","785932138583433216","6449282","cameronkilton",0,FALSE,14,2,11,"Twitter Web Client",FALSE
"8441","@JetBlue thanks I've just done that and tried to send a message to that corporate account you just tweeted.. I'm not sure if it did send tho",FALSE,0,"JetBlue",2016-10-11 19:56:04,FALSE,"785928265202630656","785931995889143808","6449282","bf1_irl",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8442","@JetBlue My aunt said thanks. #BestAirline",FALSE,0,"JetBlue",2016-10-11 19:49:47,FALSE,"785930085199142912","785930415638999040","6449282","AdamGropper",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8443","@JetBlue On my last flight, we were promised a $15 voucher due to lack of tv. Never got it. Was it to be emailed?",FALSE,0,"JetBlue",2016-10-11 19:49:25,FALSE,NA,"785930321141256192","6449282","Lewis_photo21",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8444","ANALYSIS: @JetBlue closer to international Long Beach flights, via @ghimlay <ed><U+00A0><U+00BD><ed><U+00B4><U+0092>: https://t.co/Je1996dFty https://t.co/2yN6p7gc9W",FALSE,2,NA,2016-10-11 19:46:16,FALSE,NA,"785929530645118976",NA,"e_russell",2,TRUE,14,2,11,"TweetDeck",FALSE
"8445","@JetBlue Update: received customer goodwill credit. Points for listening!",FALSE,0,"FelixSinExcusas",2016-10-11 19:45:23,FALSE,"785289125322715136","785929307310821376","16691847","FelixSinExcusas",0,FALSE,14,2,11,"Twitter Web Client",FALSE
"8446","Hi @JetBlue, my aunt is going to SanFrancisco from Fort Lauderdale on october 20th. Does the A321 operate on that route?",FALSE,0,NA,2016-10-11 19:45:18,FALSE,NA,"785929285534097408",NA,"AdamGropper",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8447","@JetBlue they are saying 45min -1 hour from now, which Im sure is more b.s.",FALSE,0,"JetBlue",2016-10-11 19:37:59,FALSE,"785919039541506048","785927446193381376","6449282","EVAN_ISKOVITZ",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8448","@JetBlue it won't send <ed><U+00A0><U+00BD><ed><U+00B8><U+0095>",FALSE,0,"JetBlue",2016-10-11 19:36:32,FALSE,"785922988684304384","785927079003033600","6449282","bf1_irl",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8449","@JetBlue still waiting to find out how you're going to compensate me for the time lost, missing items, damages baggage and items.",FALSE,0,"JetBlue",2016-10-11 19:35:32,FALSE,NA,"7.85926829014e+17","6449282","CafeOffice",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8450","@JetBlue and yet... this ""specialist"" Melissa never followed up and is conveniently ""away from her desk"" when I call.",FALSE,0,"JetBlue",2016-10-11 19:34:56,FALSE,NA,"785926679671640064","6449282","CafeOffice",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8451","@JetBlue well it's been that long since I've filed a claim, I called today to follow-up, and apparently there was a specialist assigned.",FALSE,0,"JetBlue",2016-10-11 19:34:08,FALSE,NA,"785926477770477568","6449282","CafeOffice",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8452","@JetBlue remember that time over a MONTH AND A HALF ago, that my checked baggage was destroyed by JetBlue? https://t.co/zHzfrqHU2e",FALSE,0,"JetBlue",2016-10-11 19:33:33,FALSE,NA,"785926331678588928","6449282","CafeOffice",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
"8453","Kudos @JetBlue - charged to change hurricane affected flight &amp; re-upgrade seats. 5 min phn call and refund processed <ed><U+00AE><U+00BA><ed><U+00BE><U+0097><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00BB><U+00AB>",FALSE,2,NA,2016-10-11 19:33:22,FALSE,NA,"785926284278767616",NA,"KlaverTravel",0,FALSE,14,2,11,"Facebook",FALSE
"8454","@ABritinNewYork @JetBlue no it's crap sitting in Denver airport to",FALSE,1,"ABritinNewYork",2016-10-11 19:32:19,FALSE,"785914620527595520","785926019672780800","104076952","Anthftm",0,FALSE,14,2,11,"Twitter for Android",TRUE
"8455","XMAS: New York to Aruba for only $289 roundtrip with either @Delta, @United or @JetBlue

https://t.co/n8RFY6ILcy https://t.co/VuMpySQukt",FALSE,5,NA,2016-10-11 19:30:26,FALSE,NA,"785925546588839936",NA,"SecretFlying",3,TRUE,14,2,11,"Twitter Web Client",FALSE
"8456","I've been on hold for 10+ mins @JetBlue...<ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",FALSE,0,NA,2016-10-11 19:24:30,FALSE,NA,"785924050992373760",NA,"Jenny_jenjenn",0,FALSE,14,2,11,"Twitter for iPhone",TRUE
